50.0,100.0
0.0,0.0
26.75,8.300000000000011
35.35,11.900000000000006
49.9,21.900000000000006
56.55,59.349999999999994
69.4,84.25
95.2,95.05
114.2,95.05
123.1,92.3
152.25,67.9
157.3,60.05
160.6,41.349999999999994
159.45,32.099999999999994
157.4,23.0
156.25,13.75
154.2,4.650000000000006
160.85,-32.80000000000001
159.7,-42.05000000000001
157.65,-51.150000000000006
161.95,-59.44999999999999
177.1,-83.0
189.5,-95.6
227.5,-95.6
254.25,-87.30000000000001
269.4,-63.75
272.7,-45.05000000000001
285.55,-20.150000000000006
314.7,4.25
332.3,5.949999999999989
349.9,4.25
364.45,16.44999999999999
369.5,24.299999999999997
373.8,32.599999999999994
378.85,40.45
382.15,59.150000000000006
386.45,67.45
415.6,91.85
433.2,93.55
450.8,91.85
468.4,93.55
497.55,69.15
512.7,45.599999999999994
517.0,37.3
531.55,25.099999999999994
536.6,17.25
529.3,1.1999999999999886
