20,100
0.0,0.0
7.3,1.8000000000000114
12.75,7.0
17.95,12.400000000000006
23.4,17.599999999999994
28.6,23.0
41.75,30.599999999999994
54.9,38.2
60.35,43.400000000000006
65.55,48.8
71.0,54.0
78.6,67.15
83.8,72.55
91.0,74.65
98.3,76.45
105.5,78.55
112.8,76.75
125.95,69.15
131.4,63.95
133.5,56.75
135.3,49.45
137.4,42.25
139.2,34.95
146.8,21.799999999999997
148.9,14.599999999999994
148.9,-0.5999999999999943
